"X","Y","Z"
-0.111440,54.131578,0.000000
-0.075510,54.112128,0.000000
-0.163930,54.083401,0.000000
-0.194692,54.062323,0.000000
-0.219472,54.022773,0.000000
-0.197418,53.994818,0.000000
-0.168691,53.929348,0.000000
-0.151112,53.899319,0.000000
-0.045155,53.801215,0.000000
0.133474,53.642646,0.000000
0.149262,53.609605,0.000000
0.136892,53.577135,0.000000
0.131196,53.573432,0.000000
0.109630,53.562893,0.000000
0.131358,53.593695,0.000000
0.135997,53.610663,0.000000
0.120209,53.618109,0.000000
0.099457,53.622301,0.000000
0.056163,53.641262,0.000000
0.034516,53.646064,0.000000
0.014822,53.643256,0.000000
-0.023915,53.628852,0.000000
-0.045033,53.625556,0.000000
-0.069407,53.626939,0.000000
-0.092275,53.631049,0.000000
-0.112620,53.637519,0.000000
-0.130035,53.646064,0.000000
-0.225331,53.719916,0.000000
-0.260365,53.735419,0.000000
-0.295644,53.738796,0.000000
-0.305165,53.739691,0.000000
-0.431142,53.714301,0.000000
-0.449696,53.714301,0.000000
-0.510487,53.714301,0.000000
-0.544423,53.709459,0.000000
-0.551503,53.711168,0.000000
-0.576243,53.725653,0.000000
-0.579172,53.727973,0.000000
-0.637034,53.732001,0.000000
-0.658355,53.727973,0.000000
-0.726471,53.700629,0.000000
-0.717356,53.698676,0.000000
-0.708567,53.695746,0.000000
-0.700185,53.691840,0.000000
-0.692454,53.686998,0.000000
-0.677480,53.702826,0.000000
-0.649810,53.710598,0.000000
-0.619537,53.711859,0.000000
-0.596181,53.708075,0.000000
-0.555491,53.690497,0.000000
-0.544749,53.683580,0.000000
-0.529937,53.677680,0.000000
-0.514027,53.681301,0.000000
-0.486318,53.694485,0.000000
-0.307240,53.714260,0.000000
-0.279368,53.707099,0.000000
-0.260365,53.686998,0.000000
-0.188629,53.620429,0.000000
-0.144032,53.606635,0.000000
-0.113189,53.584621,0.000000
-0.095937,53.577135,0.000000
-0.060943,53.573961,0.000000
-0.046620,53.570380,0.000000
0.000092,53.535346,0.000000
0.095958,53.488349,0.000000
0.115082,53.483222,0.000000
0.134044,53.480618,0.000000
0.151866,53.475816,0.000000
0.167817,53.464504,0.000000
0.170909,53.457017,0.000000
0.173106,53.446763,0.000000
0.175792,53.437690,0.000000
0.181488,53.433743,0.000000
0.190603,53.431871,0.000000
0.219493,53.419501,0.000000
0.211925,53.412665,0.000000
0.229340,53.404771,0.000000
0.244884,53.390937,0.000000
0.256114,53.375067,0.000000
0.260427,53.361477,0.000000
0.342133,53.226304,0.000000
0.356212,53.188544,0.000000
0.356619,53.145738,0.000000
0.335785,53.093451,0.000000
0.329845,53.086493,0.000000
0.318696,53.083686,0.000000
0.298839,53.081204,0.000000
0.282481,53.074856,0.000000
0.193044,53.020087,0.000000
0.174490,53.015448,0.000000
0.160818,53.008979,0.000000
0.082123,52.938666,0.000000
0.061168,52.924994,0.000000
0.037608,52.919176,0.000000
0.022146,52.912584,0.000000
0.008556,52.898627,0.000000
0.010265,52.886461,0.000000
0.040660,52.885077,0.000000
0.092540,52.892524,0.000000
0.105642,52.889350,0.000000
0.133474,52.875190,0.000000
0.147146,52.872016,0.000000
0.170909,52.862128,0.000000
0.222423,52.813666,0.000000
0.246755,52.795722,0.000000
0.264496,52.803697,0.000000
0.285655,52.805569,0.000000
0.325531,52.803168,0.000000
0.341807,52.797431,0.000000
0.369884,52.773017,0.000000
0.384532,52.768378,0.000000
0.384532,52.775214,0.000000
0.379242,52.790839,0.000000
0.399425,52.809516,0.000000
0.425548,52.827379,0.000000
0.438650,52.840725,0.000000
0.444021,52.865058,0.000000
0.456716,52.891995,0.000000
0.472341,52.916449,0.000000
0.485688,52.933498,0.000000
0.520274,52.955268,0.000000
0.569591,52.969306,0.000000
0.623383,52.975653,0.000000
0.671886,52.974433,0.000000
0.664399,52.981879,0.000000
0.684744,52.986396,0.000000
0.706798,52.983222,0.000000
0.729177,52.977484,0.000000
0.750499,52.974433,0.000000
0.835704,52.974433,0.000000
0.875499,52.968166,0.000000
0.921072,52.954657,0.000000
0.968435,52.947496,0.000000
1.013927,52.960150,0.000000
1.003429,52.964748,0.000000
0.991547,52.967475,0.000000
0.979015,52.968411,0.000000
0.966075,52.967597,0.000000
0.966075,52.974433,0.000000
1.274669,52.929185,0.000000
1.396007,52.891425,0.000000
1.644216,52.775824,0.000000
1.673350,52.755683,0.000000
1.697032,52.731024,0.000000
1.715831,52.683743,0.000000
1.734141,52.654608,0.000000
1.747244,52.625190,0.000000
1.740733,52.603909,0.000000
1.746837,52.588528,0.000000
1.748709,52.568793,0.000000
1.747569,52.532782,0.000000
1.771169,52.485907,0.000000
1.767100,52.476955,0.000000
1.754405,52.467353,0.000000
1.729259,52.415595,0.000000
1.730154,52.405911,0.000000
1.727875,52.396308,0.000000
1.683604,52.324530,0.000000
1.651866,52.289130,0.000000
1.641124,52.281806,0.000000
1.630544,52.270453,0.000000
1.628266,52.244818,0.000000
1.630870,52.199774,0.000000
1.625499,52.180365,0.000000
1.607432,52.145941,0.000000
1.603526,52.127834,0.000000
1.589203,52.100816,0.000000
1.587576,52.086982,0.000000
1.582286,52.081488,0.000000
1.503673,52.060981,0.000000
1.486827,52.049018,0.000000
1.472016,52.056220,0.000000
1.466807,52.048000,0.000000
1.463878,52.035142,0.000000
1.455821,52.028510,0.000000
1.448985,52.024970,0.000000
1.424815,52.001858,0.000000
1.354828,51.954047,0.000000
1.343516,51.942857,0.000000
1.332286,51.940090,0.000000
1.264415,51.994371,0.000000
1.234874,52.000312,0.000000
1.185232,52.025092,0.000000
1.157888,52.028510,0.000000
1.157888,52.021674,0.000000
1.193533,52.000800,0.000000
1.214366,51.991441,0.000000
1.260265,51.984809,0.000000
1.270763,51.981513,0.000000
1.275157,51.976996,0.000000
1.274425,51.960883,0.000000
1.271007,51.956448,0.000000
1.250743,51.959621,0.000000
1.238943,51.958645,0.000000
1.217621,51.954332,0.000000
1.205740,51.953437,0.000000
1.193207,51.955512,0.000000
1.165294,51.967027,0.000000
1.143077,51.966051,0.000000
1.094493,51.955959,0.000000
1.069102,51.953437,0.000000
1.095470,51.945746,0.000000
1.262055,51.939154,0.000000
1.281993,51.946601,0.000000
1.278494,51.927924,0.000000
1.199555,51.877672,0.000000
1.212250,51.871649,0.000000
1.227875,51.867377,0.000000
1.264415,51.864000,0.000000
1.274750,51.870307,0.000000
1.282237,51.880561,0.000000
1.286632,51.881659,0.000000
1.288259,51.860582,0.000000
1.276378,51.844794,0.000000
1.219249,51.811835,0.000000
1.167817,51.790229,0.000000
1.135427,51.781724,0.000000
1.065440,51.775295,0.000000
1.046641,51.777045,0.000000
1.037283,51.782172,0.000000
1.021332,51.802558,0.000000
0.988780,51.830268,0.000000
0.979828,51.843573,0.000000
0.977061,51.824612,0.000000
0.962087,51.813788,0.000000
0.925141,51.802558,0.000000
0.894298,51.784613,0.000000
0.886974,51.782131,0.000000
0.886404,51.776679,0.000000
0.883474,51.764716,0.000000
0.878917,51.752753,0.000000
0.873709,51.747301,0.000000
0.861990,51.745551,0.000000
0.845958,51.736762,0.000000
0.835704,51.733710,0.000000
0.823497,51.733832,0.000000
0.801443,51.739691,0.000000
0.791759,51.741156,0.000000
0.767100,51.739447,0.000000
0.720876,51.728176,0.000000
0.698578,51.720038,0.000000
0.714203,51.715277,0.000000
0.732432,51.713772,0.000000
0.749278,51.708482,0.000000
0.760753,51.692694,0.000000
0.789073,51.710150,0.000000
0.853038,51.718899,0.000000
0.883556,51.726874,0.000000
0.912364,51.741523,0.000000
0.930024,51.743598,0.000000
0.945567,51.733710,0.000000
0.947439,51.725246,0.000000
0.944591,51.715481,0.000000
0.940440,51.707994,0.000000
0.938162,51.706366,0.000000
0.940196,51.698432,0.000000
0.944021,51.690579,0.000000
0.951834,51.678412,0.000000
0.941742,51.673041,0.000000
0.937999,51.664496,0.000000
0.938162,51.641262,0.000000
0.934744,51.635891,0.000000
0.926768,51.630927,0.000000
0.911469,51.623847,0.000000
0.938487,51.624986,0.000000
0.948090,51.621527,0.000000
0.951834,51.617011,0.000000
0.924490,51.588324,0.000000
0.873302,51.559475,0.000000
0.828298,51.541856,0.000000
0.816254,51.537177,0.000000
0.771251,51.528266,0.000000
0.692068,51.536322,0.000000
0.664399,51.535061,0.000000
0.663748,51.535549,0.000000
0.650564,51.535793,0.000000
0.646658,51.535346,0.000000
0.644054,51.535061,0.000000
0.642751,51.533515,0.000000
0.623383,51.522040,0.000000
0.608653,51.518988,0.000000
0.595225,51.518622,0.000000
0.582286,51.516547,0.000000
0.568858,51.508368,0.000000
0.552745,51.517971,0.000000
0.547211,51.517727,0.000000
0.525401,51.516913,0.000000
0.456065,51.505561,0.000000
0.450857,51.498277,0.000000
0.448009,51.488227,0.000000
0.441661,51.477037,0.000000
0.428477,51.467108,0.000000
0.414073,51.461900,0.000000
0.399181,51.458401,0.000000
0.384532,51.453111,0.000000
0.448416,51.459947,0.000000
0.456798,51.463121,0.000000
0.461436,51.470160,0.000000
0.464854,51.477240,0.000000
0.469574,51.480414,0.000000
0.534841,51.491685,0.000000
0.694835,51.477037,0.000000
0.709483,51.470526,0.000000
0.721934,51.456285,0.000000
0.723155,51.446723,0.000000
0.713145,51.441230,0.000000
0.692393,51.439521,0.000000
0.656505,51.444525,0.000000
0.640961,51.444159,0.000000
0.609386,51.425116,0.000000
0.572765,51.419582,0.000000
0.554535,51.412177,0.000000
0.562266,51.406562,0.000000
0.569102,51.399604,0.000000
0.576508,51.393622,0.000000
0.585948,51.391059,0.000000
0.671886,51.391059,0.000000
0.712901,51.384223,0.000000
0.704926,51.395982,0.000000
0.700369,51.409817,0.000000
0.705333,51.419501,0.000000
0.726410,51.419013,0.000000
0.728363,51.406236,0.000000
0.739268,51.387926,0.000000
0.753429,51.371527,0.000000
0.764415,51.364407,0.000000
0.977224,51.349189,0.000000
1.100922,51.373236,0.000000
1.423839,51.392076,0.000000
1.448253,51.382880,0.000000
1.439138,51.350084,0.000000
1.435557,51.343736,0.000000
1.430837,51.337795,0.000000
1.425141,51.332953,0.000000
1.418630,51.329657,0.000000
1.382986,51.329779,0.000000
1.377615,51.326239,0.000000
1.380626,51.304755,0.000000
1.387869,51.287909,0.000000
1.404307,51.261379,0.000000
1.413097,51.221747,0.000000
1.404796,51.183539,0.000000
1.384451,51.151679,0.000000
1.357188,51.131008,0.000000
1.290375,51.116523,0.000000
1.262950,51.103258,0.000000
1.251638,51.102525,0.000000
1.229991,51.103705,0.000000
1.218110,51.100979,0.000000
1.208263,51.094672,0.000000
1.199718,51.087592,0.000000
1.192068,51.082587,0.000000
1.172211,51.077379,0.000000
1.106700,51.076361,0.000000
1.087169,51.072984,0.000000
1.066905,51.064399,0.000000
1.027599,51.041653,0.000000
0.976410,50.994452,0.000000
0.966482,50.982733,0.000000
0.969086,50.956855,0.000000
0.979828,50.918158,0.000000
0.945160,50.909369,0.000000
0.869802,50.925116,0.000000
0.802257,50.939195,0.000000
0.762462,50.930894,0.000000
0.664399,50.870307,0.000000
0.624197,50.858710,0.000000
0.407481,50.829332,0.000000
0.370291,50.818793,0.000000
0.365245,50.818996,0.000000
0.354259,50.809638,0.000000
0.344412,50.799058,0.000000
0.342296,50.795152,0.000000
0.308116,50.780951,0.000000
0.271007,50.747382,0.000000
0.233897,50.747016,0.000000
0.214122,50.748928,0.000000
0.168305,50.759833,0.000000
0.157400,50.761054,0.000000
0.122081,50.760810,0.000000
0.113048,50.764146,0.000000
0.095551,50.775051,0.000000
0.077037,50.778998,0.000000
0.034516,50.780951,0.000000
0.017548,50.784857,0.000000
-0.173166,50.829006,0.000000
-0.206125,50.831041,0.000000
-0.208892,50.830105,0.000000
-0.233144,50.821926,0.000000
-0.269683,50.831285,0.000000
-0.397572,50.802069,0.000000
-0.568959,50.802069,0.000000
-0.732737,50.767279,0.000000
-0.741567,50.769232,0.000000
-0.749867,50.773871,0.000000
-0.758209,50.777086,0.000000
-0.767568,50.774726,0.000000
-0.773101,50.766018,0.000000
-0.766265,50.747138,0.000000
-0.770985,50.736884,0.000000
-0.789947,50.730048,0.000000
-0.812815,50.734768,0.000000
-0.904124,50.771877,0.000000
-0.911488,50.777818,0.000000
-0.905873,50.788031,0.000000
-0.892486,50.794623,0.000000
-0.863637,50.802069,0.000000
-0.863637,50.808254,0.000000
-0.873606,50.812934,0.000000
-0.893137,50.825344,0.000000
-0.904693,50.829332,0.000000
-0.909535,50.825995,0.000000
-0.921702,50.821601,0.000000
-0.928944,50.822821,0.000000
-0.919016,50.836168,0.000000
-0.929799,50.839993,0.000000
-0.939198,50.843248,0.000000
-0.970774,50.846991,0.000000
-0.994862,50.847073,0.000000
-1.001861,50.847113,0.000000
-1.020741,50.843655,0.000000
-1.033559,50.825914,0.000000
-1.042633,50.801907,0.000000
-1.056223,50.783026,0.000000
-1.082753,50.780951,0.000000
-1.103017,50.795478,0.000000
-1.093617,50.812934,0.000000
-1.075307,50.830024,0.000000
-1.069163,50.843655,0.000000
-1.087310,50.849799,0.000000
-1.088124,50.849758,0.000000
-1.149810,50.846666,0.000000
-1.164703,50.843655,0.000000
-1.129709,50.825100,0.000000
-1.123769,50.818793,0.000000
-1.121205,50.799384,0.000000
-1.124908,50.788723,0.000000
-1.138051,50.780951,0.000000
-1.151112,50.781399,0.000000
-1.169342,50.785875,0.000000
-1.185618,50.792426,0.000000
-1.192616,50.798651,0.000000
-1.199290,50.807929,0.000000
-1.231516,50.818915,0.000000
-1.255198,50.831936,0.000000
-1.288157,50.839179,0.000000
-1.301422,50.843655,0.000000
-1.318593,50.856920,0.000000
-1.338938,50.872707,0.000000
-1.449290,50.912055,0.000000
-1.466420,50.918158,0.000000
-1.466420,50.911933,0.000000
-1.456451,50.908759,0.000000
-1.437978,50.901313,0.000000
-1.425608,50.900092,0.000000
-1.401112,50.881171,0.000000
-1.323069,50.825751,0.000000
-1.314280,50.812161,0.000000
-1.317291,50.800238,0.000000
-1.339833,50.795152,0.000000
-1.403961,50.791571,0.000000
-1.418691,50.788398,0.000000
-1.411366,50.784898,0.000000
-1.404937,50.780951,0.000000
-1.404937,50.774726,0.000000
-1.450510,50.769355,0.000000
-1.476226,50.763414,0.000000
-1.487538,50.757717,0.000000
-1.491933,50.757270,0.000000
-1.524729,50.761054,0.000000
-1.557200,50.723293,0.000000
-1.559397,50.719224,0.000000
-1.561187,50.718980,0.000000
-1.580719,50.722642,0.000000
-1.602122,50.731757,0.000000
-1.670644,50.740058,0.000000
-1.672922,50.740058,0.000000
-1.693023,50.739936,0.000000
-1.715077,50.735785,0.000000
-1.753529,50.722846,0.000000
-1.771718,50.720120,0.000000
-1.797434,50.723171,0.000000
-1.835072,50.727688,0.000000
-1.857411,50.726955,0.000000
-1.877349,50.722846,0.000000
-1.896352,50.716295,0.000000
-1.896881,50.716051,0.000000
-1.913889,50.707424,0.000000
-1.929107,50.695868,0.000000
-1.940012,50.690823,0.000000
-1.944325,50.697659,0.000000
-1.946116,50.707913,0.000000
-1.949290,50.713324,0.000000
-1.987701,50.720120,0.000000
-2.013905,50.718940,0.000000
-2.021962,50.720120,0.000000
-2.025461,50.723863,0.000000
-2.026194,50.725084,0.000000
-2.033844,50.737128,0.000000
-2.038971,50.739936,0.000000
-2.048085,50.734809,0.000000
-2.082672,50.698961,0.000000
-2.069569,50.700100,0.000000
-2.057729,50.702826,0.000000
-2.046620,50.707261,0.000000
-2.035634,50.713324,0.000000
-2.014150,50.688788,0.000000
-2.002512,50.681301,0.000000
-1.984120,50.678534,0.000000
-1.967437,50.678656,0.000000
-1.952789,50.676581,0.000000
-1.945872,50.668850,0.000000
-1.952952,50.651842,0.000000
-1.938222,50.645819,0.000000
-1.932485,50.644436,0.000000
-1.967275,50.617092,0.000000
-1.965199,50.602200,0.000000
-1.983713,50.596625,0.000000
-2.065175,50.595526,0.000000
-2.082183,50.597846,0.000000
-2.157338,50.620510,0.000000
-2.342641,50.633775,0.000000
-2.377065,50.647528,0.000000
-2.398346,50.645575,0.000000
-2.435902,50.637519,0.000000
-2.447621,50.627875,0.000000
-2.460072,50.606513,0.000000
-2.465647,50.585150,0.000000
-2.456451,50.575507,0.000000
-2.431223,50.570258,0.000000
-2.428700,50.557563,0.000000
-2.439280,50.541815,0.000000
-2.453359,50.527655,0.000000
-2.459543,50.527655,0.000000
-2.460357,50.565497,0.000000
-2.483510,50.590399,0.000000
-2.692942,50.692816,0.000000
-2.864817,50.733791,0.000000
-2.887318,50.734361,0.000000
-2.945546,50.725816,0.000000
-2.962758,50.723293,0.000000
-2.998199,50.708238,0.000000
-3.021840,50.706488,0.000000
-3.059722,50.713324,0.000000
-3.071360,50.711005,0.000000
-3.094146,50.698961,0.000000
-3.099233,50.697089,0.000000
-3.115834,50.687974,0.000000
-3.125478,50.685289,0.000000
-3.135894,50.685940,0.000000
-3.155141,50.691352,0.000000
-3.166493,50.692816,0.000000
-3.185618,50.690741,0.000000
-3.219146,50.680813,0.000000
-3.259836,50.674547,0.000000
-3.271392,50.664496,0.000000
-3.280426,50.651190,0.000000
-3.295562,50.637519,0.000000
-3.368153,50.617092,0.000000
-3.390736,50.617825,0.000000
-3.407541,50.621283,0.000000
-3.420969,50.629462,0.000000
-3.433339,50.644436,0.000000
-3.446360,50.668280,0.000000
-3.450429,50.672309,0.000000
-3.453277,50.673285,0.000000
-3.455434,50.675442,0.000000
-3.458608,50.677558,0.000000
-3.464426,50.678534,0.000000
-3.467763,50.676418,0.000000
-3.468902,50.671698,0.000000
-3.467844,50.666978,0.000000
-3.455312,50.657904,0.000000
-3.442047,50.623521,0.000000
-3.433339,50.610256,0.000000
-3.451161,50.599433,0.000000
-3.467275,50.585598,0.000000
-3.481760,50.568549,0.000000
-3.494862,50.548163,0.000000
-3.505971,50.520819,0.000000
-3.505035,50.501207,0.000000
-3.487457,50.459418,0.000000
-3.509755,50.458482,0.000000
-3.532135,50.454779,0.000000
-3.549428,50.446519,0.000000
-3.556264,50.432115,0.000000
-3.549306,50.415595,0.000000
-3.531972,50.410224,0.000000
-3.487457,50.411566,0.000000
-3.487457,50.404771,0.000000
-3.497467,50.387356,0.000000
-3.498280,50.383694,0.000000
-3.507314,50.382799,0.000000
-3.514963,50.379950,0.000000
-3.520131,50.374823,0.000000
-3.526926,50.349799,0.000000
-3.538889,50.344428,0.000000
-3.554514,50.347642,0.000000
-3.570546,50.356391,0.000000
-3.577789,50.334052,0.000000
-3.599110,50.325832,0.000000
-3.621571,50.321926,0.000000
-3.631988,50.312323,0.000000
